"id","company_name","company_type","business_status","establishment_date","approval_date","legal_representative","registered_capital","company_size","business_scope","registered_address","business_term","source","taxpayer_identification_number","business_registration_number","organization_code","contact_phone","email","taxpayer_qualification","province","city","district","website_link","industry"
"49","安徽梵纳农业发展有限公司","有限责任公司(自然人独资)","存续","19/3/2020","29/12/2022","李友初","5000000",,"一般项目：技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；谷物种植；谷物销售；豆类种植；蔬菜种植；日用百货销售；日用品销售；服装服饰批发；服装服饰零售；鞋帽零售；化妆品零售；文具用品零售；体育用品及器材零售；珠宝首饰零售；食品销售（仅销售预包装食品）；电子产品销售；办公用品销售（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）","安徽省合肥市瑶海区长江东路1015号综合楼1幢701室","2020-03-19至无固定期限","马克数据网","91340102MA2UJX837J","340102000292963","MA2UJX83-7","15385188840;18096632969","18096632969@qq.com|wyx190610@163.com",,"安徽省","合肥市","瑶海区",,"农业"
"50","合肥万丰生态农业有限公司","有限责任公司(自然人投资或控股)","存续","19/3/2014","19/3/2014","童旺","500000",,"菌种、花卉、绿化苗、造林苗、经济林苗、瓜果、蔬菜种植、销售；预包装种子、农业机械、农资产品（除专项审批项目）、农副产品（除食品）销售；草坪、盆景培育、销售；园林绿化工程施工及技术服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","安徽省合肥市新站区三十头社居委四十头村杨塘村","2014-03-19至2034-03-18","马克数据网","91340100095384720B","340108000115525","09538472-0","0551-64271283;0551-66330863;18155177110;18158857798","1057447813@qq.com|10574478@qq.com|1063841045@qq.com|1943895748@qq.com",,"安徽省","合肥市","瑶海区",,"农业"
"51","合肥市大兴瓜菜种子门市部","国有经营单位(非法人)","吊销","12/11/1990","12/11/1990","尚昌华","2000",,"销售包装瓜菜、杂交种子、化肥。","安徽省合肥市东郊大兴集","1990-11-12至无固定期限","马克数据网","91340100MA2X6BUA6U","3401001503413","MA2X6BUA-6",,,,"安徽省","合肥市","瑶海区",,"农业"
"52","合肥市瑶海区婷俊农产品销售部","个体工商户","存续","29/3/2023","29/3/2023","杜万宝",,,"一般项目：食用农产品零售；食用农产品批发；新鲜水果零售；新鲜蔬菜零售；鲜蛋零售；食品销售（仅销售预包装食品）；水产品零售；鲜肉零售；食品互联网销售（仅销售预包装食品）（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）","安徽省合肥市瑶海区明光路恒大中央广场2号写字楼地块4519-8室","2023-03-29至无固定期限","马克数据网","92340102MA8Q8QE76E","340102601774710","MA8Q8QE7-6",,,,"安徽省","合肥市","瑶海区",,"农业"
"53","合肥瑶海区爱侬鲜花店","个体工商户","注销","20/11/2018","23/5/2019","汪娇娇",,,"鲜花销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","合肥市瑶海区大通路42号","2018-11-20至无固定期限","马克数据网","92340102MA2T8MDA53","340102600891365","MA2T8MDA-5",,,,"安徽省","合肥市","瑶海区",,"农业"
"54","合肥瑶海区张苗花店","个体工商户","注销","11/1/2019","23/5/2019","张苗",,,"鲜花销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","合肥市瑶海区大通路30号","2019-01-11至无固定期限","马克数据网","92340102MA2TDTHJ0D","340102600914876","MA2TDTHJ-0",,,,"安徽省","合肥市","瑶海区",,"农业"
"55","合肥善嘉农业有限公司","有限责任公司(自然人投资或控股)","存续","1/7/2021","1/7/2021","高社华","500000",,"一般项目：谷物种植；薯类种植；蔬菜种植；水果种植；农产品的生产、销售、加工、运输、贮藏及其他相关服务（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）","安徽省合肥市瑶海区大兴镇百大周谷堆C区粮油区18栋1F-01","2021-07-01至无固定期限","马克数据网","91340102MA8MY9CY64","340102000451309","MA8MY9CY-6",,,,"安徽省","合肥市","瑶海区",,"农业"
"56","合肥市瑶海区原老燕子花卉店","个体工商户","存续","9/10/2019","9/10/2019","何小燕",,,"百货零售，鲜花批发，花卉零售，花盆栽培植物零售（依法须经批准的项目，经相关部门批准后方可开展经营活动）","合肥市瑶海区琅琊山路营业楼壹楼101门面","2019-10-09至无固定期限","马克数据网","92340102MA2U61HF4E","340102601039713","MA2U61HF-4","15256565289",,,"安徽省","合肥市","瑶海区",,"农业"
"57","安徽谷留香农业科技有限公司","有限责任公司(自然人独资)","存续","18/5/2022","18/5/2022","黄元元","5000000",,"一般项目：农作物栽培服务；与农业生产经营有关的技术、信息、设施建设运营等服务；农作物种子经营（仅限不再分装的包装种子）；农产品的生产、销售、加工、运输、贮藏及其他相关服务；花卉种植；新鲜水果零售；生物有机肥料研发；新鲜蔬菜零售；土壤与肥料的复混加工；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；化肥销售；产业用纺织制成品制造；产业用纺织制成品销售；谷物种植；非主要农作物种子生产；谷物销售；肥料销售；农业专业及辅助性活动；农业园艺服务；园艺产品种植；水果种植；坚果种植；含油果种植；农业机械服务；农副产品销售；农业生产资料的购买、使用；农业科学研究和试验发展；豆类种植；油料种植；薯类种植；棉花种植；麻类作物种植（不含大麻）；蔬菜种植；食用菌种植；香料作物种植（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）许可项目：农药零售；农药批发；草种生产经营；农作物种子经营；林木种子生产经营（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）","安徽省合肥市瑶海区龙岗开发区临泉路与王岗路交口恒大城12、13幢商104号","2022-05-18至无固定期限","马克数据网","91340102MA8P24MT32","340102000593901","MA8P24MT-3",,,,"安徽省","合肥市","瑶海区",,"农业"
"58","鲍杰","个体工商户","吊销，未注销","30/6/2012","13/11/2013","鲍杰",,,"皮具批发零售。","安徽省合肥市瑶海区站前路宝文商务大厦1409号","2012-06-29至无固定期限","马克数据网",,"340102600271307",,,,,"安徽省","合肥市","瑶海区",,"农业"
"59","安徽省敏盛苗木有限公司","有限责任公司(自然人投资或控股)","存续","24/3/2016","24/3/2016","吴敏","5000000",,"苗木、花卉种植、销售；园艺开发。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","合肥市新站区三十头社区范冲村小范冲组","2016-03-24至无固定期限","马克数据网","91340100MA2MU2D02J","340108000144716","MA2MU2D0-2","0551-66337911;0551-66852923;13305693034;18156987202","429121548@qq.com|123@qq.com|1234567@126.com|www.912298787@qq.com|471739493@qq.com",,"安徽省","合肥市","瑶海区",,"农业"
"60","合肥怡园生态农业专业合作社","农民专业合作社","存续","5/5/2011","23/4/2012","窦维翔","20000000","小于50人","苗木栽培；果蔬种植；农产品（除专项审批）加工、销售。","安徽省合肥市新站区磨店乡张店村","2011-05-05至无固定期限","马克数据网","93340100574423846T","340108NA001001X","57442384-6","13866179668;13956961508","13956961508@qq.com|951483973@qq.com|1235685954@qq.com|1234567@qq.com|505521894@qq.com|xiaohui286@sina.com",,"安徽省","合肥市","瑶海区",,"农业"
"61","安徽尊逸农业科技有限公司","有限责任公司(自然人独资)","存续","15/10/2021","13/12/2022","徐智军","5000000",,"一般项目：农业机械服务；农业园艺服务；农业生产托管服务；农作物种子经营（仅限不再分装的包装种子）；化肥销售；肥料销售；农业机械销售；农副产品销售；蔬菜种植；新鲜蔬菜批发；新鲜蔬菜零售；水果种植；新鲜水果批发；新鲜水果零售；食用农产品零售；食用农产品批发；花卉种植；农用薄膜销售；与农业生产经营有关的技术、信息、设施建设运营等服务；规划设计管理；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）","安徽省合肥市瑶海区明光路与胜利路交口恒大中央广场43栋2219","2021-10-15至2051-10-13","马克数据网","91340122MA8NA5H335","340122000432025","MA8NA5H3-3","13156583995","1527649923@qq.com",,"安徽省","合肥市","瑶海区",,"农业"
"62","汪仙花","个体工商户","吊销，未注销","12/2/2007","23/12/2011","汪仙花",,,"烟酒.百货.食品/零售","安徽省合肥市铜陵北路综合楼门面房9号","2007-02-12至2011-03-06","马克数据网",,"340102600009299",,,,,"安徽省","合肥市","瑶海区",,"农业"
"63","合肥市瑶海区装汉花卉店","个体工商户","存续","13/9/2021","13/9/2021","王亚洲",,,"一般项目：花卉种植；园艺产品种植；茶叶种植；日用百货销售；家用电器销售；针纺织品销售；服装服饰零售；鞋帽零售；化妆品零售；个人卫生用品销售；厨具卫具及日用杂品零售；礼品花卉销售；母婴用品销售；互联网销售（除销售需要许可的商品）（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）","安徽省合肥市瑶海区站前路与胜利路交汇处中绿广场2期802室","2021-09-13至无固定期限","马克数据网","92340102MA8N71YW1C","340102601407442","MA8N71YW-1","17756952783",,,"安徽省","合肥市","瑶海区",,"农业"
"64","合肥国红农业科技有限公司","有限责任公司(自然人投资或控股)","存续","21/4/2014","21/1/2019","张国红","5000000",,"农业技术研发；农业项目开发；果树、经济林苗、绿化苗、造林苗、花卉、蔬菜种植、销售；垂钓服务；园林绿化工程施工；农副产品（除食品）销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","安徽省合肥市新站区三十头社区李湾村大柏岗","2014-04-21至2034-04-20","马克数据网","91340100098400191X","340108000117213","09840019-1","0551-66330868;13965034058","1063841045@qq.com|549967404@qq.com|1162455226@qq.com",,"安徽省","合肥市","瑶海区",,"农业"
"65","安徽蘑菇芸商贸有限公司","有限责任公司(自然人投资或控股)","存续","12/1/2022","12/1/2022","丁瑶瑶","5000000",,"一般项目：新鲜蔬菜批发；新鲜蔬菜零售；食品销售（仅销售预包装食品）；食用农产品批发；新鲜水果批发；食用农产品零售；新鲜水果零售；食品互联网销售（仅销售预包装食品）；包装服务；农副产品销售；互联网销售（除销售需要许可的商品）；日用百货销售；日用品批发；日用品销售；电子产品销售（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）","安徽省合肥市瑶海区大兴镇百大周谷堆菌菇区A11栋23号仓","2022-01-12至无固定期限","马克数据网","91340102MA8NLHCQ2G","340102000554190","MA8NLHCQ-2","13349012556","13349012556@qq.com",,"安徽省","合肥市","瑶海区",,"农业"
"66","合肥市瑶海区稍咯花卉店","个体工商户","存续","5/11/2021","5/11/2021","伍士磊",,,"一般项目：花卉种植；礼品花卉销售；互联网销售（除销售需要许可的商品）（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）","安徽省合肥市瑶海区站前路与胜利路交汇处中绿广场2期602室","2021-11-05至无固定期限","马克数据网","92340102MA8NCNU36F","340102601435132","MA8NCNU3-6","13851370444",,,"安徽省","合肥市","瑶海区",,"农业"
"67","安徽鲜时达食品配送有限公司","有限责任公司(自然人独资)","存续","22/1/2021","26/8/2021","陈凤霞","5000000","小于50人","食品配送服务；农业科技技术开发、技术咨询、技术服务、技术转让；农业信息咨询；农产品种植及销售；水产品养殖及销售；水果种植及销售；蔬菜种植、分拣及包装；餐饮服务（限分支机构经营）；食堂管理；散装食品、预包装食品、调味品、粮油、禽蛋、乳制品（含婴幼儿配方奶粉）、保健食品、鲜肉及制品、办公用品、日用百货销售；农业观光旅游服务及项目运营管理；卷烟零售；道路普通货运（除快递）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","安徽省合肥市瑶海区大兴镇和平路北大兴周谷堆农产品物流园14幢商201室","2021-01-22至无固定期限","马克数据网","91340111MA2WMCKMXP","340111000722047","MA2WMCKM-X","13305519188","693668545@qq.com",,"安徽省","合肥市","瑶海区",,"农业"
