"Notice_ID","Notice_Type","Tender_Number","Notice_Content","Successful_Bidder","Awarded_Amount","Tendering_Entity","Tendering_Address","Tendering_Contact_Person","Tendering_Contact_Information","Tendering_Agency","Agency_Address","Agency_Contact_Person","Agency_Contact_Information"
"36"," 中标结果公告"," 招标编号： HBSJ-202209GL-080001001"," 湖北交投实业发展有限公司服务区污水处理系统代维技术服务招标（招标项目名称）湖北交投实业发展有限公司服务区污水处理系统WSDW-1标段（标段名称）于2022年11月04日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2022年11月04日至2022年11月07日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 湖北省协诚交通环保有限公司","2167766"," 湖北交投实业发展有限公司"," 湖北省武汉市汉阳区四新大道与子期路交汇处湖北国展中心东塔26层"," 陈先生、韩先生"," 027-82880038"," 华杰工程咨询有限公司"," 武汉市硚口区硚口路160号武汉城市广场A座19层"," 黄俊"," 027-83851978"
"37"," 中标结果公告"," 招标编号： HBSJ-201904FJ-019010001"," 长投·云玺项目A地块公共区域精装修工程（招标项目名称）长投·云玺项目A地块公共区域精装修工程一标段（标段名称）于2023年03月22日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2023年03月22日至2023年03月24日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 西安建工绿色建筑集团有限公司","11476829.88"," 湖北长投恒基置业有限公司"," 武汉市江汉区建设大道招银大厦"," 周峻峰"," 027-87810031"," 湖北省成套招标股份有限公司"," 武汉市武昌区东湖西路特2号"," 陈伟","13476124430"
"38"," 中标结果公告"," 招标编号： HBSJ-202209SL-040001003"," 湖北省鄂北地区水资源配置二期工程孝昌段（霞家河分水口~孝昌二水厂输水线路）（招标项目名称）湖北省鄂北地区水资源配置二期工程孝昌段（霞家河分水口~孝昌二水厂输水线路）建设征地和移民安置监督评估（标段名称）于2022年11月05日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2022年11月05日至2022年11月07日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 湖北瑞洪工程管理有限公司","1473000"," 鄂北地区水资源配置工程建设与管理局（筹）"," 武汉市徐东大街宏昌路3号"," 刘俊"," 027-88608783"," 湖北省招标股份有限公司"," 武昌区中北路108号兴业银行大厦五层"," 张琪"," 027-87273562"
"39"," 中标结果公告"," 招标编号： HBSJ-202312GL-168001001"," 大数据背景下公路建设项目结构化数据管理与电子文件智能化利用研究科研课题研究服务招标（招标项目名称）DZWJ-1标段（标段名称）于2024年02月27日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2024年02月27日至2024年02月29日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 湖北交投科技发展有限公司","1950000"," 湖北交投双柳长江大桥有限公司"," 湖北省武汉市新洲区双柳街道星谷大道姚家淌村"," 朱先生"," 027-89025866"," 华杰工程咨询有限公司"," 武汉市硚口区硚口路160号武汉城市广场写字楼19层"," 肖约"," 027-83617578"
"40"," 中标结果公告"," 招标编号： HBSJ-202305FJ-095001001"," 南湖南一食堂维修工程（招标项目名称）南湖南一食堂维修工程（标段名称）于2023年07月28日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2023年07月28日至2023年07月31日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 湖北鑫垣泓建设有限公司","9939302.63"," 武汉理工大学"," 武汉市洪山区珞狮路122号"," 苏老师"," 027—87285065"," 湖北大绪工程项目管理有限公司"," 武昌区积玉桥街和平大道716号武汉航天首府15幢49层1-6号"," 许维","15629193160"
"41"," 中标结果公告"," 招标编号： HBSJ-202312GL-173001001"," 大跨度悬索桥工业化智能建造关键技术研究科研课题研究服务招标（招标项目名称）SLZNJZJSKY-1标段（标段名称）于2024年02月24日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2024年02月24日至2024年02月26日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 中交第二航务工程局有限公司","2988000"," 湖北交投双柳长江大桥有限公司"," 湖北省武汉市新洲区双柳街道星谷大道姚家淌村"," 朱先生"," 027-89025866"," 华杰工程咨询有限公司"," 武汉市硚口区硚口路160号武汉城市广场写字楼19层"," 肖约"," 027-83617578"
"42"," 中标结果公告"," 招标编号： HBSJ-202302FJ-018001001"," 湖北中储粮油脂有限公司建仓项目（招标项目名称）湖北中储粮油脂有限公司建仓项目土建施工总承包一标段（标段名称）于2023年07月29日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2023年07月29日至2023年07月31日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 中煤建筑安装工程集团有限公司","113517247.7"," 湖北中储粮油脂有限公司"," 湖北省天门市天门工业园六门路村"," 刘经理"," "," 中化商务有限公司"," 北京市丰台区丽泽路24号院平安幸福中心B座25层"," 中化商务有限公司","18110123471"
"43"," 中标结果公告"," 招标编号： HBSJ-202302TL-016001001"," 信阳北环路快速化改造工程上跨京广、宁西铁路工程工程总承包（EPC）及施工监理（招标项目名称）XYBEPC标段（标段名称）于2023年03月21日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2023年03月21日至2023年03月23日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 中国铁路设计集团有限公司、武汉江腾铁路工程有限责任公司、中铁七局集团武汉工程有限公司","91"," 武汉武铁工程项目管理有限公司"," 武汉市武昌区八一路2号"," 谢昌昌、戴挺"," 027-51125523"," 湖北路港工程咨询有限公司"," 武昌区民主路782号洪广大酒店A座14楼"," 于恩良","13898810173"
"44"," 中标结果公告"," 招标编号： HBSJ-202209SL-040001002"," 湖北省鄂北地区水资源配置二期工程孝昌段（霞家河分水口~孝昌二水厂输水线路）（招标项目名称）湖北省鄂北地区水资源配置二期工程孝昌段（霞家河分水口~孝昌二水厂输水线路）施工监理（标段名称）于2022年11月05日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2022年11月05日至2022年11月07日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 湖北华傲水利水电工程咨询有限责任公司","8616500"," 鄂北地区水资源配置工程建设与管理局（筹）"," 武汉市徐东大街宏昌路3号"," 刘俊"," 027-88608783"," 湖北省招标股份有限公司"," 武昌区中北路108号兴业银行大厦五层"," 张琪"," 027-87273562"
"45"," 中标结果公告"," 招标编号： HBSJ-202312GL-157001001"," 沪渝高速公路武汉至黄石段改扩建工程施工监理招标（招标项目名称）WHGKJJL-1标段（标段名称）于2024年03月05日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2024年03月05日至2024年03月07日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 湖北高路公路工程监理咨询有限公司","29983232"," 湖北交投武黄改扩建高速公路建设有限公司"," 湖北省鄂州市鄂城区西山街道吴都大道69号综合办公楼二楼201房间"," 刘先生"," 027-83618119"," 华杰工程咨询有限公司"," 北京市朝阳区安苑路20号世纪兴源大厦8层"," 赵宣"," 027-83632532"
"46"," 中标结果公告"," 招标编号： HBSJ-202306FJ-096001001"," 南湖校区文泰楼整体翻修工程EPC项目（招标项目名称）南湖校区文泰楼整体翻修工程EPC项目（标段名称）于2023年07月25日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2023年07月25日至2023年07月27日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 中南建筑设计院股份有限公司、湖北麻一建设有限公司","34710246.15"," 中南财经政法大学"," 武汉市东湖新技术开发区南湖大道182号"," 简老师"," 027-88386160"," 国信招标集团股份有限公司"," 武汉市洪山区徐东大街97号龙潭大厦A座16楼"," 戴唯","15972156573"
"47"," 中标结果公告"," 招标编号： HBSJ-202302TL-016001002"," 信阳北环路快速化改造工程上跨京广、宁西铁路工程工程总承包（EPC）及施工监理（招标项目名称）XYBJL标段（标段名称）于2023年03月21日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2023年03月21日至2023年03月23日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 武汉铁道工程建设监理有限责任公司","5075520"," 武汉武铁工程项目管理有限公司"," 武汉市武昌区八一路2号"," 谢昌昌、戴挺"," 027-51125523"," 湖北路港工程咨询有限公司"," 武昌区民主路782号洪广大酒店A座14楼"," 于恩良","13898810173"
"48"," 中标结果公告"," 招标编号： HBSJ-202209SL-040001001"," 湖北省鄂北地区水资源配置二期工程孝昌段（霞家河分水口~孝昌二水厂输水线路）（招标项目名称）湖北省鄂北地区水资源配置二期工程孝昌段（霞家河分水口~孝昌二水厂输水线路）EPC总承包（标段名称）于2022年11月05日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2022年11月05日至2022年11月07日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 湖北省水利水电规划勘测设计院、湖北大禹建设股份有限公司、湖南百舸水利建设股份有限公司、中国葛洲坝集团第三工程有限公司","672588888.9"," 鄂北地区水资源配置工程建设与管理局（筹）"," 武汉市徐东大街宏昌路3号"," 刘俊"," 027-88608783"," 湖北省招标股份有限公司"," 武昌区中北路108号兴业银行大厦五层"," 张琪"," 027-87273562"
