"company_name","business_status","legal_representative","registered_capital","paid_in_capital","establishment_date","approval_date","business_term","province","city","district","phone","additional_phones","email","additional_emails","unified_social_credit_code","taxpayer_identification_number","business_registration_number","organization_code","insured_personnel_count","company_type","industry","former_name","registered_address","latest_annual_report_address","website","business_scope","match_status"
"北京鑫旺路桥建设有限公司","开业","陈旭东","403420000","403420000","27/11/2000 00:00:00","13/3/2024 00:00:00","2000-11-27 至 2050-11-26","北京市","市辖区","怀柔区","0472-4902518","010-69693072,010-84519575,13241369986,010-89684078,8451575","1246389871@qq.com","383840682@qq.com,383840682@q.com","91110000721489117X","91110000721489117X","110000001776892","72148911-7","414","有限责任公司(法人独资)","土木工程建筑业","-","北京市怀柔区渤海镇怀沙路536号","北京市怀柔区渤海镇怀沙路536号","-","可承担各级公路工程和桥梁、隧道的施工；机械设备租赁；家居装饰；销售汽车配件、建筑材料；技术咨询；劳务服务；技术服务。（市场主体依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事国家和本市产业政策禁止和限制类项目的经营活动。）","成功"
"安徽水利开发有限公司;安徽建工生态科技股份有限公司","-","-","0","0","1/1/1970 00:00:00","1/1/1970 00:00:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","失败"
"安徽丰洲建设科技有限公司","开业","赵亮","20080000","11460000","6/3/2017 00:00:00","25/4/2023 00:00:00","-","安徽省","合肥市","肥西县","15156038160","0551-62569289,18919653424,18555382111,18705511111","1308493901@qq.com","271080486@qq.com,18705511111@163.com,aic@prsme.cn,3113256711@qq.com","91340123MA2NE0B249","91340123MA2NE0B249","340123000162746","MA2NE0B2-4","19","有限责任公司(自然人投资或控股)","农业","-","安徽省合肥市肥西县桃花镇翠竹路文一名门御府S1商铺三楼","合肥市松谷路396号凤凰国际B座","-","一般项目：建筑废弃物再生技术研发；承接总公司工程建设业务；体育场地设施工程施工；土石方工程施工；金属门窗工程施工；园林绿化工程施工；城市公园管理；城市绿化管理；市政设施管理；水污染治理；建筑材料销售；建筑装饰材料销售；合成材料销售；智能输配电及控制设备销售；新型建筑材料制造（不含危险化学品）；新材料技术研发；建筑工程机械与设备租赁；水土流失防治服务；消防技术服务；安全技术防范系统设计施工服务；信息系统集成服务；信息咨询服务（不含许可类信息咨询服务）；工程管理服务；工程技术服务（规划管理、勘察、设计、监理除外）；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）许可项目：建设工程施工；住宅室内装饰装修；文物保护工程施工；建筑劳务分包；路基路面养护作业；建筑智能化系统设计；公路管理与养护；输电、供电、受电电力设施的安装、维修和试验；施工专业作业；建设工程质量检测；电气安装服务；铁路运输基础设备制造；建设工程监理（依法须经批准的项目，经相关部门批准后方可开展经营活动）","成功"
"安徽省安泰建筑装饰工程有限公司;安徽三乐建设工程有限公司","-","-","0","0","1/1/1970 00:00:00","1/1/1970 00:00:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","失败"
"安徽省城建设计研究总院股份有限公司;浙江绿城东方建筑设计有限公司","-","-","0","0","1/1/1970 00:00:00","1/1/1970 00:00:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","失败"
"安徽广旭建设工程有限公司","开业","阮成龙","50000000","13808000","10/12/2013 00:00:00","27/4/2022 00:00:00","2013-12-10 至 2043-12-09","安徽省","合肥市","长丰县","13696775076","0551-63446604,62877712,0564-5150912,18119688797,18956062563","13696775076@139.com","464289554@qq.com,479401954@qq.com,478401954@qq.com,2083267416@qq.com","91340103085233566F","91340103085233566F","340100000881186","08523356-6","31","有限责任公司(自然人投资或控股)","建筑装饰、装修和其他建筑业","-","长丰县罗塘乡土地所办公楼二楼西边","长丰县罗塘乡土地所办公楼二楼西边","-","市政公用工程；园林景观、园林绿化工程；装饰装修工程设计与施工；公路工程；城市及道路照明工程施工；房屋建筑工程；土石方工程；水利水电工程；标志标牌及交通反光标志牌设计、安装工程施工；钢结构工程施工；门窗工程；防弹玻璃安装；网络工程布线；监控工程；空调工程；建设智能化工程设计与施工；外墙保温工程；防水防腐工程；建筑幕墙安装工程；机电设备安装工程；安防工程；国内广告设计、制作、发布及代理；浮雕设计、制作工程；净化工程；无尘厂房设计、施工工程；木材防腐碳化工程。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","成功"
"安徽繁景电盾能源科技有限公司","开业","王界民","60000000","0","23/6/2011 00:00:00","5/2/2024 00:00:00","-","安徽省","合肥市","包河区","0551-62990295","15155917026,0551-63675887,15605569099","671312034@qq.com","2777088100@qq.com,854042850@qq.com,539597058@qq.com,2853217900@qq.com","91340100577092296B","91340100577092296B","340100000536824","57709229-6","53","有限责任公司(自然人投资或控股)","专业技术服务业","-","安徽省合肥市包河区加侨广场C座2705室","安徽省合肥市包河区加侨广场C座2705室","-","一般项目：核电设备成套及工程技术研发；工业设计服务；新能源原动设备制造；光伏设备及元器件销售；智能输配电及控制设备销售；电气设备销售；风电场相关装备销售；风力发电机组及零部件销售；规划设计管理；专业设计服务；互联网数据服务；物联网应用服务；工业互联网数据服务；大数据服务；信息技术咨询服务（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）许可项目：建设工程设计；发电业务、输电业务、供（配）电业务；供电业务；电气安装服务；房屋建筑和市政基础设施项目工程总承包；建设工程施工；互联网信息服务；建设工程勘察（依法须经批准的项目，经相关部门批准后方可开展经营活动）","成功"
"安徽巢湖长江建设工程集团有限公司;江苏华泰路桥建设集团有限公司","-","-","0","0","1/1/1970 00:00:00","1/1/1970 00:00:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","失败"
"合肥鹏程建筑安装工程有限公司;华甬工程设计集团有限公司;山东建勘集团有限公司","-","-","0","0","1/1/1970 00:00:00","1/1/1970 00:00:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","失败"
"讯飞智元信息科技有限公司","开业","张友国","406000000","406000000","25/10/2002 00:00:00","12/4/2023 00:00:00","2002-10-25 至 2052-10-25","安徽省","合肥市","蜀山区","0551-2902666","18806531611,0551-5309162,0551-64258916,13956091512,0931-2938080","fangxiong@iflytek.com","lyshen4@iflytek.com,gfyang@iflytek.com,wbyang@iflytek.com,mmzhao@iflytek.com,fbzeng@iflytek.com,845409734@qq.com,dyliu@iflytek.com","913401007430953544","913401007430953544","340106000005586","74309535-4","1425","有限责任公司(自然人投资或控股的法人独资)","零售业","安徽讯飞智元信息科技有限公司","安徽省合肥市高新区云飞路66号天源迪科1号楼5-8层","安徽省合肥市高新区云飞路66号天源迪科1号楼5-8层","www.zhpasq.com","一般项目：计算机软硬件及外围设备制造；计算机软硬件及辅助设备零售；计算机软硬件及辅助设备批发；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；软件开发；信息技术咨询服务；业务培训（不含教育培训、职业技能培训等需取得许可的培训）；安全系统监控服务；安全技术防范系统设计施工服务；信息系统集成服务；城乡市容管理；电子产品销售；通信设备制造；计算器设备制造；电力电子元器件销售；普通机械设备安装服务；五金产品零售；机械电气设备销售；教学专用仪器制造；教学专用仪器销售；教学用模型及教具制造；教育咨询服务（不含涉许可审批的教育培训活动）；技术进出口；货物进出口；进出口代理；非居住房地产租赁；广告制作；广告发布；广告设计、代理（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）许可项目：建设工程设计；建筑智能化系统设计；建设工程施工；出版物批发；出版物零售；出版物互联网销售（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）","成功"
"安徽建工集团合肥建设投资有限公司;安徽建工二建建设投资有限公司;安徽建工第一建设集团有限公司;安徽建工集团股份有限公司","-","-","0","0","1/1/1970 00:00:00","1/1/1970 00:00:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","失败"
"六安市建工建设监理有限公司","开业","郑文法","20833332","20143300","27/8/1996 00:00:00","20/6/2024 00:00:00","-","安徽省","六安市","金安区","0564-3318331","0564-3925765,0564-3377935,0564-8621636,34001973,34005149","653835141@qq.com","653835141@qq.com.cn,ptit@sina.com","91341500730027598L","91341500730027598L","341500000023891","73002759-8","263","其他有限责任公司","专业技术服务业","六安地区工民建设监理有限公司","安徽省六安市金安区三十铺镇大学科技园A1楼16层","大学科技园16楼","www.lajgjl.com","许可项目：建设工程监理；公路工程监理；水利工程建设监理；水运工程监理；文物保护工程监理；地质灾害治理工程监理；司法鉴定服务；测绘服务；建设工程施工；建筑劳务分包（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：单建式人防工程监理；招投标代理服务；政府采购代理服务；工程造价咨询业务；工程管理服务；园林绿化工程施工；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；劳务服务（不含劳务派遣）（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）","成功"
